time,rho_core,rho_sample,delta_rho
135.850000,1.00538145,0.99861955,3.28054762e-03
135.860000,1.00537463,0.99863549,3.26985682e-03
135.870000,1.00536755,0.99865140,3.25890500e-03
135.880000,1.00536038,0.99866732,3.24785649e-03
135.890000,1.00535329,0.99868324,3.23688923e-03
135.900000,1.00534646,0.99869914,3.22616724e-03
135.910000,1.00534000,0.99871501,3.21581872e-03
135.920000,1.00533400,0.99873081,3.20592375e-03
135.930000,1.00532849,0.99874652,3.19651270e-03
135.940000,1.00532346,0.99876213,3.18757336e-03
135.950000,1.00531886,0.99877768,3.17906264e-03
135.960000,1.00531463,0.99879318,3.17091803e-03
135.970000,1.00531070,0.99880871,3.16306531e-03
135.980000,1.00530698,0.99882430,3.15542084e-03
135.990000,1.00530338,0.99884000,3.14788945e-03
136.000000,1.00529979,0.99885584,3.14036125e-03
136.010000,1.00529608,0.99887183,3.13271115e-03
136.020000,1.00529211,0.99888793,3.12480449e-03
136.030000,1.00528777,0.99890410,3.11651010e-03
136.040000,1.00528293,0.99892029,3.10771950e-03
136.050000,1.00527754,0.99893643,3.09836827e-03
136.060000,1.00527159,0.99895246,3.08845411e-03
136.070000,1.00526515,0.99896834,3.07804618e-03
136.080000,1.00525836,0.99898404,3.06728157e-03
136.090000,1.00525141,0.99899957,3.05634799e-03
136.100000,1.00524450,0.99901493,3.04545462e-03
136.110000,1.00523783,0.99903018,3.03479660e-03
136.120000,1.00523155,0.99904535,3.02451992e-03
136.130000,1.00522572,0.99906049,3.01469404e-03
136.140000,1.00522033,0.99907567,3.00529788e-03
136.150000,1.00521526,0.99909092,2.99622206e-03
136.160000,1.00521034,0.99910629,2.98728696e-03
136.170000,1.00520534,0.99912179,2.97827289e-03
136.180000,1.00520005,0.99913744,2.96895665e-03
136.190000,1.00519427,0.99915324,2.95914792e-03
136.200000,1.00518788,0.99916916,2.94871917e-03
136.210000,1.00518082,0.99918519,2.93762503e-03
136.220000,1.00517315,0.99920128,2.92590876e-03
136.230000,1.00516498,0.99921740,2.91369626e-03
136.240000,1.00515652,0.99923348,2.90117956e-03
136.250000,1.00514799,0.99924949,2.88859302e-03
136.260000,1.00513964,0.99926540,2.87618586e-03
136.270000,1.00513172,0.99928119,2.86419416e-03
136.280000,1.00512441,0.99929685,2.85281524e-03
136.290000,1.00511786,0.99931240,2.84218647e-03
136.300000,1.00511213,0.99932786,2.83237026e-03
136.310000,1.00510719,0.99934327,2.82334636e-03
136.320000,1.00510295,0.99935867,2.81501259e-03
136.330000,1.00509923,0.99937407,2.80719428e-03
136.340000,1.00509580,0.99938951,2.79966217e-03
136.350000,1.00509240,0.99940497,2.79215752e-03
136.360000,1.00508878,0.99942046,2.78442183e-03
136.370000,1.00508470,0.99943596,2.77622772e-03
136.380000,1.00508000,0.99945145,2.76740678e-03
136.390000,1.00507459,0.99946693,2.75787002e-03
136.400000,1.00506847,0.99948241,2.74761770e-03
136.410000,1.00506172,0.99949790,2.73673653e-03
136.420000,1.00505451,0.99951345,2.72538465e-03
136.430000,1.00504704,0.99952909,2.71376658e-03
136.440000,1.00503953,0.99954487,2.70210258e-03
136.450000,1.00503218,0.99956082,2.69059761e-03
136.460000,1.00502516,0.99957696,2.67941506e-03
136.470000,1.00501857,0.99959325,2.66865945e-03
136.480000,1.00501245,0.99960964,2.65837036e-03
136.490000,1.00500678,0.99962607,2.64852731e-03
136.500000,1.00500150,0.99964244,2.63906338e-03
136.510000,1.00499650,0.99965866,2.62988346e-03
136.520000,1.00499169,0.99967467,2.62088278e-03
136.530000,1.00498697,0.99969044,2.61196137e-03
136.540000,1.00498224,0.99970595,2.60303227e-03
136.550000,1.00497744,0.99972127,2.59402277e-03
136.560000,1.00497249,0.99973647,2.58487042e-03
136.570000,1.00496736,0.99975164,2.57551709e-03
136.580000,1.00496196,0.99976688,2.56590478e-03
136.590000,1.00495626,0.99978228,2.55597667e-03
136.600000,1.00495020,0.99979789,2.54568472e-03
136.610000,1.00494375,0.99981370,2.53500345e-03
136.620000,1.00493694,0.99982969,2.52394658e-03
136.630000,1.00492982,0.99984578,2.51258190e-03
136.640000,1.00492252,0.99986191,2.50103886e-03
136.650000,1.00491524,0.99987798,2.48950460e-03
136.660000,1.00490821,0.99989393,2.47820620e-03
136.670000,1.00490165,0.99990972,2.46738046e-03
136.680000,1.00489577,0.99992536,2.45723584e-03
136.690000,1.00489072,0.99994086,2.44791378e-03
136.700000,1.00488655,0.99995628,2.43945813e-03
136.710000,1.00488317,0.99997168,2.43180017e-03
136.720000,1.00488043,0.99998712,2.42476414e-03
136.730000,1.00487805,1.00000263,2.41809388e-03
136.740000,1.00487575,1.00001822,2.41149641e-03
136.750000,1.00487326,1.00003389,2.40469392e-03
136.760000,1.00487035,1.00004959,2.39747353e-03
136.770000,1.00486691,1.00006529,2.38972375e-03
136.780000,1.00486296,1.00008094,2.38144952e-03
136.790000,1.00485859,1.00009651,2.37276199e-03
136.800000,1.00485401,1.00011199,2.36384513e-03
136.810000,1.00484940,1.00012740,2.35490653e-03
136.820000,1.00484496,1.00014276,2.34612363e-03
136.830000,1.00484078,1.00015811,2.33759772e-03
136.840000,1.00483686,1.00017349,2.32932633e-03
136.850000,1.00483308,1.00018894,2.32120047e-03
136.860000,1.00482927,1.00020448,2.31302709e-03
136.870000,1.00482518,1.00022011,2.30457152e-03
136.880000,1.00482059,1.00023585,2.29560968e-03
136.890000,1.00481533,1.00025168,2.28597819e-03
136.900000,1.00480934,1.00026760,2.27561092e-03
136.910000,1.00480267,1.00028359,2.26455440e-03
136.920000,1.00479546,1.00029967,2.25295945e-03
136.930000,1.00478795,1.00031584,2.24105247e-03
136.940000,1.00478039,1.00033209,2.22909395e-03
136.950000,1.00477304,1.00034841,2.21733459e-03
136.960000,1.00476609,1.00036480,2.20597911e-03
136.970000,1.00475969,1.00038122,2.19516472e-03
136.980000,1.00475390,1.00039763,2.18495751e-03
136.990000,1.00474873,1.00041398,2.17536454e-03
137.000000,1.00474416,1.00043024,2.16635588e-03
137.010000,1.00474012,1.00044636,2.15788877e-03
137.020000,1.00473660,1.00046232,2.14992615e-03
137.030000,1.00473356,1.00047811,2.14244432e-03
137.040000,1.00473100,1.00049375,2.13542827e-03
137.050000,1.00472888,1.00050927,2.12885697e-03
137.060000,1.00472717,1.00052468,2.12268433e-03
137.070000,1.00472577,1.00054004,2.11682273e-03
137.080000,1.00472455,1.00055535,2.11113546e-03
137.090000,1.00472333,1.00057066,2.10544197e-03
137.100000,1.00472191,1.00058596,2.09953626e-03
137.110000,1.00472007,1.00060128,2.09321531e-03
137.120000,1.00471765,1.00061662,2.08631131e-03
137.130000,1.00471456,1.00063202,2.07872070e-03
137.140000,1.00471076,1.00064750,2.07042341e-03
137.150000,1.00470633,1.00066310,2.06148807e-03
137.160000,1.00470141,1.00067886,2.05206204e-03
137.170000,1.00469621,1.00069481,2.04234865e-03
137.180000,1.00469096,1.00071098,2.03257644e-03
137.190000,1.00468588,1.00072735,2.02296678e-03
137.200000,1.00468115,1.00074390,2.01370592e-03
137.210000,1.00467690,1.00076057,2.00492608e-03
137.220000,1.00467321,1.00077729,1.99669772e-03
137.230000,1.00467009,1.00079397,1.98903285e-03
137.240000,1.00466751,1.00081054,1.98189649e-03
137.250000,1.00466539,1.00082695,1.97522281e-03
137.260000,1.00466366,1.00084317,1.96893171e-03
137.270000,1.00466223,1.00085920,1.96294257e-03
137.280000,1.00466104,1.00087508,1.95718348e-03
137.290000,1.00466003,1.00089086,1.95159553e-03
137.300000,1.00465915,1.00090660,1.94613332e-03
137.310000,1.00465836,1.00092236,1.94076364e-03
137.320000,1.00465765,1.00093816,1.93546427e-03
137.330000,1.00465701,1.00095402,1.93022420e-03
137.340000,1.00465643,1.00096994,1.92504599e-03
137.350000,1.00465594,1.00098588,1.91994931e-03
137.360000,1.00465558,1.00100181,1.91497443e-03
137.370000,1.00465540,1.00101770,1.91018359e-03
137.380000,1.00465550,1.00103354,1.90565864e-03
137.390000,1.00465596,1.00104932,1.90149376e-03
137.400000,1.00465688,1.00106508,1.89778357e-03
137.410000,1.00465834,1.00108083,1.89460772e-03
137.420000,1.00466039,1.00109663,1.89201454e-03
137.430000,1.00466302,1.00111251,1.89000686e-03
137.440000,1.00466620,1.00112848,1.88853282e-03
137.450000,1.00466981,1.00114454,1.88748464e-03
137.460000,1.00467369,1.00116066,1.88670624e-03
137.470000,1.00467766,1.00117679,1.88600976e-03
137.480000,1.00468152,1.00119288,1.88519892e-03
137.490000,1.00468509,1.00120888,1.88409580e-03
137.500000,1.00468825,1.00122475,1.88256686e-03
137.510000,1.00469091,1.00124046,1.88054362e-03
137.520000,1.00469309,1.00125603,1.87803419e-03
137.530000,1.00469488,1.00127149,1.87512340e-03
137.540000,1.00469642,1.00128689,1.87196085e-03
137.550000,1.00469790,1.00130232,1.86873896e-03
137.560000,1.00469954,1.00131782,1.86566430e-03
137.570000,1.00470152,1.00133346,1.86292727e-03
137.580000,1.00470399,1.00134927,1.86067528e-03
137.590000,1.00470703,1.00136527,1.85899415e-03
137.600000,1.00471067,1.00138146,1.85790074e-03
137.610000,1.00471486,1.00139783,1.85734788e-03
137.620000,1.00471949,1.00141433,1.85724020e-03
137.630000,1.00472446,1.00143095,1.85745765e-03
137.640000,1.00472963,1.00144765,1.85788171e-03
137.650000,1.00473493,1.00146439,1.85841953e-03
137.660000,1.00474029,1.00148114,1.85902106e-03
137.670000,1.00474572,1.00149789,1.85968651e-03
137.680000,1.00475127,1.00151459,1.86046307e-03
137.690000,1.00475702,1.00153121,1.86143227e-03
137.700000,1.00476306,1.00154774,1.86269124e-03
137.710000,1.00476949,1.00156415,1.86433214e-03
137.720000,1.00477638,1.00158043,1.86642427e-03
137.730000,1.00478375,1.00159657,1.86900252e-03
137.740000,1.00479162,1.00161260,1.87206401e-03
137.750000,1.00479994,1.00162855,1.87557283e-03
137.760000,1.00480865,1.00164448,1.87947084e-03
137.770000,1.00481769,1.00166044,1.88369087e-03
137.780000,1.00482699,1.00167648,1.88816842e-03
137.790000,1.00483650,1.00169266,1.89284851e-03
137.800000,1.00484617,1.00170899,1.89768571e-03
137.810000,1.00485596,1.00172549,1.90263778e-03
137.820000,1.00486582,1.00174213,1.90765526e-03
137.830000,1.00487568,1.00175888,1.91267103e-03
137.840000,1.00488546,1.00177570,1.91759441e-03
137.850000,1.00489504,1.00179253,1.92231349e-03
137.860000,1.00490430,1.00180934,1.92670761e-03
137.870000,1.00491313,1.00182612,1.93066901e-03
137.880000,1.00492147,1.00184286,1.93412993e-03
137.890000,1.00492931,1.00185958,1.93708921e-03
137.900000,1.00493673,1.00187629,1.93963148e-03
137.910000,1.00494392,1.00189303,1.94193299e-03
137.920000,1.00495114,1.00190979,1.94425050e-03
137.930000,1.00495868,1.00192657,1.94689321e-03
137.940000,1.00496688,1.00194331,1.95018181e-03
137.950000,1.00497601,1.00195997,1.95440189e-03
137.960000,1.00498628,1.00197646,1.95976093e-03
137.970000,1.00499780,1.00199272,1.96635772e-03
137.980000,1.00501054,1.00200869,1.97417059e-03
137.990000,1.00502437,1.00202433,1.98306724e-03
138.000000,1.00503907,1.00203965,1.99283377e-03
138.010000,1.00505439,1.00205471,2.00321668e-03
138.020000,1.00507009,1.00206960,2.01396858e-03
138.030000,1.00508596,1.00208444,2.02488795e-03
138.040000,1.00510188,1.00209935,2.03584484e-03
138.050000,1.00511778,1.00211446,2.04678823e-03
138.060000,1.00513370,1.00212986,2.05773511e-03
138.070000,1.00514968,1.00214561,2.06874592e-03
138.080000,1.00516580,1.00216173,2.07989382e-03
138.090000,1.00518213,1.00217817,2.09123615e-03
138.100000,1.00519868,1.00219486,2.10279536e-03
138.110000,1.00521543,1.00221170,2.11455315e-03
138.120000,1.00523233,1.00222857,2.12645804e-03
138.130000,1.00524932,1.00224536,2.13844231e-03
138.140000,1.00526633,1.00226196,2.15044229e-03
138.150000,1.00528331,1.00227832,2.16241501e-03
138.160000,1.00530026,1.00229442,2.17434619e-03
138.170000,1.00531719,1.00231024,2.18624712e-03
138.180000,1.00533411,1.00232582,2.19814207e-03
138.190000,1.00535105,1.00234122,2.21005074e-03
138.200000,1.00536801,1.00235648,2.22197189e-03
138.210000,1.00538496,1.00237166,2.23387437e-03
138.220000,1.00540184,1.00238680,2.24569944e-03
138.230000,1.00541857,1.00240195,2.25737481e-03
138.240000,1.00543509,1.00241712,2.26883756e-03
138.250000,1.00545138,1.00243232,2.28005993e-03
138.260000,1.00546746,1.00244757,2.29107066e-03
138.270000,1.00548343,1.00246286,2.30196561e-03
138.280000,1.00549945,1.00247821,2.31290362e-03
138.290000,1.00551572,1.00249363,2.32408721e-03
138.300000,1.00553245,1.00250911,2.33573191e-03
138.310000,1.00554985,1.00252466,2.34803041e-03
138.320000,1.00556804,1.00254028,2.36111979e-03
138.330000,1.00558708,1.00255595,2.37505881e-03
138.340000,1.00560696,1.00257164,2.38982043e-03
138.350000,1.00562755,1.00258731,2.40530093e-03
138.360000,1.00564872,1.00260294,2.42134349e-03
138.370000,1.00567027,1.00261849,2.43777066e-03
138.380000,1.00569205,1.00263398,2.45441879e-03
138.390000,1.00571394,1.00264941,2.47116722e-03
138.400000,1.00573587,1.00266483,2.48795639e-03
138.410000,1.00575786,1.00268030,2.50479209e-03
138.420000,1.00577995,1.00269589,2.52173576e-03
138.430000,1.00580226,1.00271167,2.53888374e-03
138.440000,1.00582488,1.00272768,2.55634050e-03
138.450000,1.00584790,1.00274394,2.57419128e-03
138.460000,1.00587136,1.00276042,2.59247983e-03
138.470000,1.00589525,1.00277705,2.61119481e-03
138.480000,1.00591951,1.00279373,2.63026720e-03
138.490000,1.00594401,1.00281035,2.64957838e-03
138.500000,1.00596861,1.00282679,2.66897706e-03
138.510000,1.00599313,1.00284297,2.68830181e-03
138.520000,1.00601744,1.00285881,2.70740515e-03
138.530000,1.00604142,1.00287433,2.72617545e-03
138.540000,1.00606501,1.00288955,2.74455329e-03
138.550000,1.00608822,1.00290456,2.76254016e-03
138.560000,1.00611110,1.00291945,2.78019851e-03
138.570000,1.00613378,1.00293434,2.79764356e-03
138.580000,1.00615640,1.00294930,2.81502866e-03
138.590000,1.00617914,1.00296442,2.83252640e-03
138.600000,1.00620217,1.00297972,2.85030859e-03
138.610000,1.00622564,1.00299520,2.86852775e-03
138.620000,1.00624967,1.00301082,2.88730232e-03
138.630000,1.00627434,1.00302653,2.90670705e-03
138.640000,1.00629967,1.00304228,2.92676871e-03
138.650000,1.00632564,1.00305800,2.94746681e-03
138.660000,1.00635219,1.00307365,2.96873801e-03
138.670000,1.00637922,1.00308919,2.99048320e-03
138.680000,1.00640660,1.00310460,3.01257632e-03
138.690000,1.00643419,1.00311986,3.03487426e-03
138.700000,1.00646185,1.00313496,3.05722797e-03
138.710000,1.00648942,1.00314989,3.07949481e-03
138.720000,1.00651678,1.00316466,3.10155195e-03
138.730000,1.00654386,1.00317928,3.12331017e-03
138.740000,1.00657059,1.00319377,3.14472645e-03
138.750000,1.00659700,1.00320816,3.16581317e-03
138.760000,1.00662316,1.00322249,3.18664148e-03
138.770000,1.00664919,1.00323682,3.20733680e-03
138.780000,1.00667526,1.00325120,3.22806566e-03
138.790000,1.00670156,1.00326568,3.24901469e-03
138.800000,1.00672826,1.00328031,3.27036446e-03
138.810000,1.00675551,1.00329511,3.29226241e-03
138.820000,1.00678341,1.00331007,3.31479972e-03
138.830000,1.00681198,1.00332518,3.33799659e-03
138.840000,1.00684115,1.00334041,3.36179903e-03
138.850000,1.00687082,1.00335572,3.38608779e-03
138.860000,1.00690081,1.00337109,3.41069776e-03
138.870000,1.00693094,1.00338648,3.43544391e-03
138.880000,1.00696104,1.00340188,3.46014872e-03
138.890000,1.00699096,1.00341727,3.48466604e-03
138.900000,1.00702059,1.00343264,3.50889752e-03
138.910000,1.00704990,1.00344797,3.53279980e-03
138.920000,1.00707890,1.00346323,3.55638263e-03
138.930000,1.00710764,1.00347840,3.57970034e-03
138.940000,1.00713620,1.00349345,3.60283938e-03
138.950000,1.00716470,1.00350834,3.62590508e-03
138.960000,1.00719324,1.00352306,3.64900959e-03
138.970000,1.00722193,1.00353761,3.67226160e-03
138.980000,1.00725087,1.00355200,3.69575742e-03
138.990000,1.00728014,1.00356627,3.71957234e-03
139.000000,1.00730977,1.00358046,3.74375170e-03
139.010000,1.00733979,1.00359463,3.76830204e-03
139.020000,1.00737014,1.00360882,3.79318425e-03
139.030000,1.00740073,1.00362305,3.81831131e-03
139.040000,1.00743145,1.00363732,3.84355381e-03
139.050000,1.00746214,1.00365163,3.86875473e-03
139.060000,1.00749262,1.00366594,3.89375337e-03
139.070000,1.00752278,1.00368022,3.91841517e-03
139.080000,1.00755252,1.00369444,3.94266174e-03
139.090000,1.00758186,1.00370861,3.96649425e-03
139.100000,1.00761088,1.00372272,3.99000332e-03
139.110000,1.00763975,1.00373681,4.01336130e-03
139.120000,1.00766871,1.00375091,4.03679634e-03
139.130000,1.00769799,1.00376508,4.06055233e-03
139.140000,1.00772781,1.00377936,4.08484258e-03
139.150000,1.00775831,1.00379377,4.10980762e-03
139.160000,1.00778953,1.00380833,4.13548685e-03
139.170000,1.00782140,1.00382302,4.16181133e-03
139.180000,1.00785376,1.00383783,4.18861997e-03
139.190000,1.00788639,1.00385272,4.21569586e-03
139.200000,1.00791907,1.00386766,4.24281428e-03
139.210000,1.00795161,1.00388262,4.26979119e-03
139.220000,1.00798392,1.00389757,4.29652036e-03
139.230000,1.00801596,1.00391247,4.32299061e-03
139.240000,1.00804784,1.00392731,4.34927923e-03
139.250000,1.00807967,1.00394205,4.37552401e-03
139.260000,1.00811162,1.00395667,4.40188174e-03
139.270000,1.00814382,1.00397116,4.42848440e-03
139.280000,1.00817635,1.00398550,4.45540473e-03
139.290000,1.00820919,1.00399969,4.48264027e-03
139.300000,1.00824229,1.00401374,4.51011975e-03
139.310000,1.00827552,1.00402770,4.53772993e-03
139.320000,1.00830877,1.00404161,4.56535517e-03
139.330000,1.00834196,1.00405553,4.59291875e-03
139.340000,1.00837509,1.00406950,4.62041439e-03
139.350000,1.00840824,1.00408356,4.64791879e-03
139.360000,1.00844155,1.00409769,4.67558120e-03
139.370000,1.00847521,1.00411186,4.70359183e-03
139.380000,1.00850941,1.00412601,4.73213647e-03
139.390000,1.00854429,1.00414003,4.76134835e-03
139.400000,1.00857987,1.00415386,4.79126919e-03
139.410000,1.00861611,1.00416740,4.82182901e-03
139.420000,1.00865281,1.00418063,4.85285018e-03
139.430000,1.00868972,1.00419355,4.88407513e-03
139.440000,1.00872654,1.00420622,4.91521178e-03
139.450000,1.00876301,1.00421875,4.94598699e-03
139.460000,1.00879892,1.00423126,4.97619640e-03
139.470000,1.00883417,1.00424389,5.00574031e-03
139.480000,1.00886878,1.00425676,5.03463854e-03
139.490000,1.00890288,1.00426996,5.06302192e-03
139.500000,1.00893668,1.00428351,5.09110298e-03
139.510000,1.00897044,1.00429741,5.11913259e-03
139.520000,1.00900439,1.00431158,5.14735152e-03
139.530000,1.00903872,1.00432593,5.17594655e-03
139.540000,1.00907353,1.00434035,5.20501888e-03
139.550000,1.00910883,1.00435474,5.23456993e-03
139.560000,1.00914452,1.00436900,5.26450578e-03
139.570000,1.00918043,1.00438307,5.29465831e-03
139.580000,1.00921636,1.00439692,5.32481810e-03
139.590000,1.00925208,1.00441056,5.35477285e-03
139.600000,1.00928743,1.00442402,5.38434466e-03
139.610000,1.00932228,1.00443734,5.41342025e-03
139.620000,1.00935662,1.00445058,5.44196976e-03
139.630000,1.00939049,1.00446378,5.47005196e-03
139.640000,1.00942404,1.00447699,5.49780539e-03
139.650000,1.00945746,1.00449021,5.52542736e-03
139.660000,1.00949099,1.00450346,5.55314408e-03
139.670000,1.00952483,1.00451671,5.58117641e-03
139.680000,1.00955918,1.00452993,5.60970630e-03
139.690000,1.00959414,1.00454308,5.63884889e-03
139.700000,1.00962976,1.00455610,5.66863459e-03
139.710000,1.00966596,1.00456894,5.69900378e-03
139.720000,1.00970261,1.00458157,5.72981531e-03
139.730000,1.00973950,1.00459394,5.76086744e-03
139.740000,1.00977641,1.00460606,5.79192787e-03
139.750000,1.00981311,1.00461795,5.82276820e-03
139.760000,1.00984940,1.00462965,5.85319691e-03
139.770000,1.00988515,1.00464121,5.88308546e-03
139.780000,1.00992032,1.00465271,5.91238327e-03
139.790000,1.00995493,1.00466423,5.94111932e-03
139.800000,1.00998909,1.00467582,5.96939068e-03
139.810000,1.01002292,1.00468752,5.99734066e-03
139.820000,1.01005661,1.00469937,6.02513111e-03
139.830000,1.01009029,1.00471136,6.05291427e-03
139.840000,1.01012408,1.00472347,6.08080946e-03
139.850000,1.01015807,1.00473569,6.10888844e-03
139.860000,1.01019227,1.00474797,6.13717127e-03
139.870000,1.01022665,1.00476031,6.16563231e-03
139.880000,1.01026115,1.00477267,6.19421406e-03
139.890000,1.01029572,1.00478507,6.22284489e-03
139.900000,1.01033026,1.00479751,6.25145683e-03
139.910000,1.01036475,1.00481000,6.27999966e-03
139.920000,1.01039914,1.00482255,6.30844927e-03
139.930000,1.01043345,1.00483517,6.33680944e-03
139.940000,1.01046771,1.00484785,6.36510816e-03
139.950000,1.01050195,1.00486056,6.39339036e-03
139.960000,1.01053624,1.00487327,6.42170960e-03
139.970000,1.01057062,1.00488593,6.45012076e-03
139.980000,1.01060516,1.00489850,6.47867526e-03
139.990000,1.01063989,1.00491095,6.50741901e-03
140.000000,1.01067485,1.00492324,6.53639253e-03
140.010000,1.01071008,1.00493538,6.56563189e-03
140.020000,1.01074562,1.00494737,6.59516906e-03
140.030000,1.01078149,1.00495924,6.62503061e-03
140.040000,1.01081770,1.00497101,6.65523424e-03
140.050000,1.01085427,1.00498271,6.68578346e-03
140.060000,1.01089117,1.00499438,6.71666168e-03
140.070000,1.01092836,1.00500605,6.74782702e-03
140.080000,1.01096577,1.00501772,6.77920944e-03
140.090000,1.01100331,1.00502942,6.81071144e-03
140.100000,1.01104086,1.00504114,6.84221281e-03
140.110000,1.01107827,1.00505290,6.87357920e-03
140.120000,1.01111542,1.00506471,6.90467365e-03
140.130000,1.01115218,1.00507656,6.93536957e-03
140.140000,1.01118843,1.00508849,6.96556328e-03
140.150000,1.01122413,1.00510048,6.99518446e-03
140.160000,1.01125922,1.00511254,7.02420293e-03
140.170000,1.01129373,1.00512467,7.05263074e-03
140.180000,1.01132770,1.00513684,7.08051944e-03
140.190000,1.01136123,1.00514902,7.10795268e-03
140.200000,1.01139441,1.00516119,7.13503549e-03
140.210000,1.01142736,1.00517331,7.16188191e-03
140.220000,1.01146019,1.00518536,7.18860291e-03
140.230000,1.01149299,1.00519732,7.21529672e-03
140.240000,1.01152586,1.00520921,7.24204326e-03
140.250000,1.01155884,1.00522105,7.26890353e-03
140.260000,1.01159199,1.00523288,7.29592374e-03
140.270000,1.01162535,1.00524474,7.32314302e-03
140.280000,1.01165895,1.00525668,7.35060225e-03
140.290000,1.01169284,1.00526874,7.37835140e-03
140.300000,1.01172710,1.00528091,7.40645234e-03
140.310000,1.01176178,1.00529320,7.43497527e-03
140.320000,1.01179695,1.00530556,7.46398824e-03
140.330000,1.01183267,1.00531794,7.49354074e-03
140.340000,1.01186895,1.00533027,7.52364454e-03
140.350000,1.01190574,1.00534251,7.55425569e-03
140.360000,1.01194293,1.00535461,7.58526257e-03
140.370000,1.01198034,1.00536654,7.61648365e-03
140.380000,1.01201773,1.00537830,7.64767752e-03
140.390000,1.01205482,1.00538993,7.67856498e-03
140.400000,1.01209132,1.00540145,7.70886067e-03
140.410000,1.01212698,1.00541293,7.73830940e-03
140.420000,1.01216161,1.00542441,7.76672119e-03
140.430000,1.01219511,1.00543593,7.79399884e-03
140.440000,1.01222749,1.00544752,7.82015340e-03
140.450000,1.01225887,1.00545921,7.84530484e-03
140.460000,1.01228948,1.00547098,7.86966832e-03
140.470000,1.01231958,1.00548284,7.89352889e-03
140.480000,1.01234951,1.00549477,7.91720931e-03
140.490000,1.01237959,1.00550676,7.94103653e-03
140.500000,1.01241013,1.00551879,7.96531173e-03
140.510000,1.01244137,1.00553086,7.99028745e-03
140.520000,1.01247351,1.00554296,8.01615336e-03
140.530000,1.01250666,1.00555507,8.04303006e-03
140.540000,1.01254088,1.00556716,8.07096921e-03
140.550000,1.01257616,1.00557921,8.09995757e-03
140.560000,1.01261242,1.00559118,8.12992274e-03
140.570000,1.01264953,1.00560305,8.16073975e-03
140.580000,1.01268734,1.00561479,8.19223824e-03
140.590000,1.01272562,1.00562642,8.22421158e-03
140.600000,1.01276415,1.00563794,8.25642873e-03
140.610000,1.01280269,1.00564939,8.28864996e-03
140.620000,1.01284102,1.00566082,8.32064586e-03
140.630000,1.01287892,1.00567229,8.35221791e-03
140.640000,1.01291626,1.00568384,8.38321773e-03
140.650000,1.01295294,1.00569549,8.41356132e-03
140.660000,1.01298896,1.00570725,8.44323530e-03
140.670000,1.01302437,1.00571910,8.47229296e-03
140.680000,1.01305928,1.00573099,8.50084031e-03
140.690000,1.01309382,1.00574286,8.52901403e-03
140.700000,1.01312813,1.00575466,8.55695542e-03
140.710000,1.01316234,1.00576635,8.58478517e-03
140.720000,1.01319651,1.00577792,8.61258398e-03
140.730000,1.01323070,1.00578938,8.64038275e-03
140.740000,1.01326487,1.00580078,8.66816405e-03
140.750000,1.01329898,1.00581219,8.69587449e-03
140.760000,1.01333295,1.00582368,8.72344489e-03
140.770000,1.01336673,1.00583530,8.75081411e-03
140.780000,1.01340028,1.00584712,8.77795131e-03
140.790000,1.01343362,1.00585912,8.80487200e-03
140.800000,1.01346682,1.00587128,8.83164472e-03
140.810000,1.01349999,1.00588356,8.85838670e-03
140.820000,1.01353329,1.00589587,8.88524947e-03
140.830000,1.01356688,1.00590813,8.91239688e-03
140.840000,1.01360091,1.00592028,8.93997963e-03
140.850000,1.01363549,1.00593227,8.96811068e-03
140.860000,1.01367069,1.00594407,8.99684620e-03
140.870000,1.01370648,1.00595570,9.02617508e-03
140.880000,1.01374279,1.00596719,9.05601918e-03
140.890000,1.01377949,1.00597859,9.08624398e-03
140.900000,1.01381640,1.00598996,9.11667815e-03
140.910000,1.01385335,1.00600136,9.14713837e-03
140.920000,1.01389016,1.00601282,9.17745526e-03
140.930000,1.01392669,1.00602438,9.20749580e-03
140.940000,1.01396288,1.00603604,9.23717831e-03
140.950000,1.01399868,1.00604779,9.26647765e-03
140.960000,1.01403414,1.00605958,9.29541993e-03
140.970000,1.01406931,1.00607140,9.32406854e-03
140.980000,1.01410427,1.00608318,9.35250488e-03
140.990000,1.01413910,1.00609489,9.38080855e-03
141.000000,1.01417387,1.00610650,9.40904149e-03
141.010000,1.01420861,1.00611797,9.43724008e-03
141.020000,1.01424333,1.00612931,9.46541635e-03
141.030000,1.01427803,1.00614052,9.49356790e-03
141.040000,1.01431271,1.00615163,9.52169274e-03
141.050000,1.01434739,1.00616269,9.54980449e-03
141.060000,1.01438209,1.00617377,9.57794246e-03
141.070000,1.01441690,1.00618492,9.60617265e-03
141.080000,1.01445188,1.00619621,9.63457796e-03
141.090000,1.01448713,1.00620770,9.66323925e-03
141.100000,1.01452269,1.00621942,9.69221167e-03
141.110000,1.01455858,1.00623138,9.72150290e-03
141.120000,1.01459474,1.00624357,9.75106010e-03
141.130000,1.01463105,1.00625594,9.78077085e-03
141.140000,1.01466738,1.00626845,9.81047993e-03
141.150000,1.01470353,1.00628103,9.84001970e-03
141.160000,1.01473939,1.00629362,9.86924774e-03
141.170000,1.01477485,1.00630618,9.89808286e-03
141.180000,1.01480993,1.00631867,9.92652973e-03
141.190000,1.01484473,1.00633108,9.95468494e-03
141.200000,1.01487941,1.00634343,9.98272095e-03
141.210000,1.01491419,1.00635573,1.00108502e-02
