freq,omega,power,mass_GeV
48.73671875,306.22183517,9.92038903e-23,324911.4583
48.73750000,306.22674391,7.45559413e-23,324916.6667
48.73828125,306.23165265,1.28033300e-22,324921.8750
48.73906250,306.23656139,2.27997070e-22,324927.0833
48.73984375,306.24147012,3.15681132e-22,324932.2917
48.74062500,306.24637886,3.39648240e-22,324937.5000
48.74140625,306.25128760,2.85874650e-22,324942.7083
48.74218750,306.25619634,1.85836501e-22,324947.9167
48.74296875,306.26110508,9.80221173e-23,324953.1250
48.74375000,306.26601382,7.36013120e-23,324958.3333
48.74453125,306.27092256,1.26554117e-22,324963.5417
48.74531250,306.27583129,2.25543913e-22,324968.7500
48.74609375,306.28074003,3.12368589e-22,324973.9583
48.74687500,306.28564877,3.36127301e-22,324979.1667
48.74765625,306.29055751,2.82916988e-22,324984.3750
48.74843750,306.29546625,1.83920468e-22,324989.5833
48.74921875,306.30037499,9.70694016e-23,324994.7917
48.75000000,306.30528373,7.30303126e-23,325000.0000
48.75078125,306.31019246,1.25623277e-22,325005.2083
48.75156250,306.31510120,2.23815221e-22,325010.4167
48.75234375,306.32000994,3.09953190e-22,325015.6250
48.75312500,306.32491868,3.33562192e-22,325020.8333
48.75390625,306.32982742,2.80869724e-22,325026.0417
48.75468750,306.33473616,1.82727739e-22,325031.2500
48.75546875,306.33964489,9.64729600e-23,325036.4583
48.75625000,306.34455363,7.23191499e-23,325041.6667
48.75703125,306.34946237,1.24008943e-22,325046.8750
48.75781250,306.35437111,2.20863944e-22,325052.0833
48.75859375,306.35927985,3.05896712e-22,325057.2917
48.75937500,306.36418859,3.29168419e-22,325062.5000
48.76015625,306.36909733,2.77068531e-22,325067.7083
48.76093750,306.37400606,1.80127600e-22,325072.9167
48.76171875,306.37891480,9.50593868e-23,325078.1250
48.76250000,306.38382354,7.15107378e-23,325083.3333
48.76328125,306.38873228,1.23019640e-22,325088.5417
48.76406250,306.39364102,2.19175620e-22,325093.7500
48.76484375,306.39854976,3.03515329e-22,325098.9583
48.76562500,306.40345850,3.26596999e-22,325104.1667
48.76640625,306.40836723,2.74955182e-22,325109.3750
48.76718750,306.41327597,1.78838484e-22,325114.5833
48.76796875,306.41818471,9.44175201e-23,325119.7917
48.76875000,306.42309345,7.08803874e-23,325125.0000
48.76953125,306.42800219,1.21656313e-22,325130.2083
48.77031250,306.43291093,2.16665205e-22,325135.4167
48.77109375,306.43781967,3.00021174e-22,325140.6250
48.77187500,306.44272840,3.22830899e-22,325145.8333
48.77265625,306.44763714,2.71716376e-22,325151.0417
48.77343750,306.45254588,1.76637513e-22,325156.2500
48.77421875,306.45745462,9.31820032e-23,325161.4583
48.77500000,306.46236336,7.00205329e-23,325166.6667
48.77578125,306.46727210,1.20425393e-22,325171.8750
48.77656250,306.47218083,2.14597992e-22,325177.0833
48.77734375,306.47708957,2.97205692e-22,325182.2917
48.77812500,306.48199831,3.19823429e-22,325187.5000
48.77890625,306.48690705,2.69240592e-22,325192.7083
48.77968750,306.49181579,1.75095193e-22,325197.9167
48.78046875,306.49672453,9.24254663e-23,325203.1250
48.78125000,306.50163327,6.94306410e-23,325208.3333
48.78203125,306.50654200,1.19252091e-22,325213.5417
48.78281250,306.51145074,2.12410343e-22,325218.7500
48.78359375,306.51635948,2.94135580e-22,325223.9583
48.78437500,306.52126822,3.16501666e-22,325229.1667
48.78515625,306.52617696,2.66410991e-22,325234.3750
48.78593750,306.53108570,1.73205760e-22,325239.5833
48.78671875,306.53599444,9.13520117e-23,325244.7917
48.78750000,306.54090317,6.85422101e-23,325250.0000
48.78828125,306.54581191,1.17805746e-22,325255.2083
48.78906250,306.55072065,2.09972382e-22,325260.4167
48.78984375,306.55562939,2.90854971e-22,325265.6250
48.79062500,306.56053813,3.13025667e-22,325270.8333
48.79140625,306.56544687,2.63539040e-22,325276.0417
48.79218750,306.57035561,1.71417697e-22,325281.2500
48.79296875,306.57526434,9.05678329e-23,325286.4583
48.79375000,306.58017308,6.81519382e-23,325291.6667
48.79453125,306.58508182,1.17037092e-22,325296.8750
48.79531250,306.58999056,2.08319459e-22,325302.0833
48.79609375,306.59489930,2.88354287e-22,325307.2917
48.79687500,306.59980804,3.10207265e-22,325312.5000
48.79765625,306.60471677,2.61065750e-22,325317.7083
48.79843750,306.60962551,1.69679468e-22,325322.9167
48.79921875,306.61453425,8.94243437e-23,325328.1250
48.80000000,306.61944299,6.70093337e-23,325333.3333
48.80078125,306.62435173,1.15196602e-22,325338.5417
48.80156250,306.62926047,2.05424824e-22,325343.7500
48.80234375,306.63416921,2.84617112e-22,325348.9583
48.80312500,306.63907794,3.06333669e-22,325354.1667
48.80390625,306.64398668,2.57885045e-22,325359.3750
48.80468750,306.64889542,1.67713269e-22,325364.5833
48.80546875,306.65380416,8.85947525e-23,325369.7917
48.80625000,306.65871290,6.67145420e-23,325375.0000
48.80703125,306.66362164,1.14649002e-22,325380.2083
48.80781250,306.66853038,2.04101300e-22,325385.4167
48.80859375,306.67343911,2.82498026e-22,325390.6250
48.80937500,306.67834785,3.03892581e-22,325395.8333
48.81015625,306.68325659,2.55745597e-22,325401.0417
48.81093750,306.68816533,1.66266344e-22,325406.2500
48.81171875,306.69307407,8.77123969e-23,325411.4583
48.81250000,306.69798281,6.58524977e-23,325416.6667
48.81328125,306.70289155,1.13172536e-22,325421.8750
48.81406250,306.70780028,2.01669867e-22,325427.0833
48.81484375,306.71270902,2.79334222e-22,325432.2917
48.81562500,306.71761776,3.00606933e-22,325437.5000
48.81640625,306.72252650,2.53109469e-22,325442.7083
48.81718750,306.72743524,1.64620368e-22,325447.9167
48.81796875,306.73234398,8.68649627e-23,325453.1250
48.81875000,306.73725271,6.51170965e-23,325458.3333
48.81953125,306.74216145,1.11746430e-22,325463.5417
48.82031250,306.74707019,1.99103465e-22,325468.7500
48.82109375,306.75197893,2.75761508e-22,325473.9583
48.82187500,306.75688767,2.96757786e-22,325479.1667
48.82265625,306.76179641,2.49775830e-22,325484.3750
48.82343750,306.76670515,1.62391216e-22,325489.5833
48.82421875,306.77161388,8.57021910e-23,325494.7917
48.82500000,306.77652262,6.44443454e-23,325500.0000
48.82578125,306.78143136,1.10817688e-22,325505.2083
48.82656250,306.78634010,1.97371963e-22,325510.4167
48.82734375,306.79124884,2.73250334e-22,325515.6250
48.82812500,306.79615758,2.93944942e-22,325520.8333
48.82890625,306.80106632,2.47342009e-22,325526.0417
48.82968750,306.80597505,1.60744066e-22,325531.2500
48.83046875,306.81088379,8.47784792e-23,325536.4583
48.83125000,306.81579253,6.37470802e-23,325541.6667
48.83203125,306.82070127,1.09688982e-22,325546.8750
48.83281250,306.82561001,1.95461967e-22,325552.0833
48.83359375,306.83051875,2.70678469e-22,325557.2917
48.83437500,306.83542749,2.91270801e-22,325562.5000
48.83515625,306.84033622,2.45199889e-22,325567.7083
48.83593750,306.84524496,1.59498522e-22,325572.9167
48.83671875,306.85015370,8.42101156e-23,325578.1250
48.83750000,306.85506244,6.32051537e-23,325583.3333
48.83828125,306.85997118,1.08455381e-22,325588.5417
48.83906250,306.86487992,1.93105428e-22,325593.7500
48.83984375,306.86978865,2.67389199e-22,325598.9583
48.84062500,306.87469739,2.87674196e-22,325604.1667
48.84140625,306.87960613,2.42136553e-22,325609.3750
48.84218750,306.88451487,1.57377887e-22,325614.5833
48.84296875,306.88942361,8.30048132e-23,325619.7917
48.84375000,306.89433235,6.23342355e-23,325625.0000
48.84453125,306.89924109,1.07190931e-22,325630.2083
48.84531250,306.90414982,1.91035085e-22,325635.4167
48.84609375,306.90905856,2.64565024e-22,325640.6250
48.84687500,306.91396730,2.84660957e-22,325645.8333
48.84765625,306.91887604,2.39579709e-22,325651.0417
48.84843750,306.92378478,1.55742615e-22,325656.2500
48.84921875,306.92869352,8.21488458e-23,325661.4583
48.85000000,306.93360226,6.16942487e-23,325666.6667
48.85078125,306.93851099,1.06059240e-22,325671.8750
48.85156250,306.94341973,1.88976723e-22,325677.0833
48.85234375,306.94832847,2.61705766e-22,325682.2917
48.85312500,306.95323721,2.81601252e-22,325687.5000
48.85390625,306.95814595,2.37025759e-22,325692.7083
48.85468750,306.96305469,1.54112230e-22,325697.9167
48.85546875,306.96796343,8.13133543e-23,325703.1250
48.85625000,306.97287216,6.10681017e-23,325708.3333
48.85703125,306.97778090,1.04926620e-22,325713.5417
48.85781250,306.98268964,1.86908201e-22,325718.7500
48.85859375,306.98759838,2.58818624e-22,325723.9583
48.85937500,306.99250712,2.78475150e-22,325729.1667
48.86015625,306.99741586,2.34396062e-22,325734.3750
48.86093750,307.00232460,1.52422191e-22,325739.5833
48.86171875,307.00723333,8.04918114e-23,325744.7917
48.86250000,307.01214207,6.05413479e-23,325750.0000
48.86328125,307.01705081,1.03983384e-22,325755.2083
48.86406250,307.02195955,1.85090793e-22,325760.4167
48.86484375,307.02686829,2.56187376e-22,325765.6250
48.86562500,307.03177703,2.75552881e-22,325770.8333
48.86640625,307.03668576,2.31834658e-22,325776.0417
48.86718750,307.04159450,1.50618220e-22,325781.2500
48.86796875,307.04650324,7.93458391e-23,325786.4583
48.86875000,307.05141198,5.95315949e-23,325791.6667
48.86953125,307.05632072,1.02467181e-22,325796.8750
48.87031250,307.06122946,1.82736251e-22,325802.0833
48.87109375,307.06613820,2.53147345e-22,325807.2917
48.87187500,307.07104693,2.72443486e-22,325812.5000
48.87265625,307.07595567,2.29366496e-22,325817.7083
48.87343750,307.08086441,1.49174059e-22,325822.9167
48.87421875,307.08577315,7.87699402e-23,325828.1250
48.87500000,307.09068189,5.91690845e-23,325833.3333
48.87578125,307.09559063,1.01561547e-22,325838.5417
48.87656250,307.10049937,1.80815512e-22,325843.7500
48.87734375,307.10540810,2.50302082e-22,325848.9583
48.87812500,307.11031684,2.69246559e-22,325854.1667
48.87890625,307.11522558,2.26564733e-22,325859.3750
48.87968750,307.12013432,1.47264316e-22,325864.5833
48.88046875,307.12504306,7.77148929e-23,325869.7917
48.88125000,307.12995180,5.84750983e-23,325875.0000
48.88203125,307.13486054,1.00548992e-22,325880.2083
48.88281250,307.13976927,1.79054310e-22,325885.4167
48.88359375,307.14467801,2.47847837e-22,325890.6250
48.88437500,307.14958675,2.66577159e-22,325895.8333
48.88515625,307.15449549,2.24302063e-22,325901.0417
48.88593750,307.15940423,1.45759465e-22,325906.2500
48.88671875,307.16431297,7.68355459e-23,325911.4583
48.88750000,307.16922170,5.76660368e-23,325916.6667
48.88828125,307.17413044,9.91644275e-23,325921.8750
48.88906250,307.17903918,1.76734997e-22,325927.0833
48.88984375,307.18394792,2.44751425e-22,325932.2917
48.89062500,307.18885666,2.63331428e-22,325937.5000
48.89140625,307.19376540,2.21606860e-22,325942.7083
48.89218750,307.19867414,1.44053763e-22,325947.9167
48.89296875,307.20358287,7.60088987e-23,325953.1250
48.89375000,307.20849161,5.71429580e-23,325958.3333
48.89453125,307.21340035,9.82267849e-23,325963.5417
48.89531250,307.21830909,1.74931618e-22,325968.7500
48.89609375,307.22321783,2.42159607e-22,325973.9583
48.89687500,307.22812657,2.60467319e-22,325979.1667
48.89765625,307.23303531,2.19155212e-22,325984.3750
48.89843750,307.23794404,1.42418077e-22,325989.5833
48.89921875,307.24285278,7.51085131e-23,325994.7917
48.90000000,307.24776152,5.64480975e-23,326000.0000
48.90078125,307.25267026,9.70807570e-23,326005.2083
48.90156250,307.25757900,1.72940801e-22,326010.4167
48.90234375,307.26248774,2.39433187e-22,326015.6250
48.90312500,307.26739648,2.57565074e-22,326020.8333
48.90390625,307.27230521,2.16728819e-22,326026.0417
48.90468750,307.27721395,1.40879612e-22,326031.2500
48.90546875,307.28212269,7.43502539e-23,326036.4583
48.90625000,307.28703143,5.59176226e-23,326041.6667
48.90703125,307.29194017,9.61087389e-23,326046.8750
48.90781250,307.29684891,1.71117499e-22,326052.0833
48.90859375,307.30175764,2.36855355e-22,326057.2917
48.90937500,307.30666638,2.54747518e-22,326062.5000
48.91015625,307.31157512,2.14317196e-22,326067.7083
48.91093750,307.31648386,1.39249541e-22,326072.9167
48.91171875,307.32139260,7.33765908e-23,326078.1250
48.91250000,307.32630134,5.50579806e-23,326083.3333
48.91328125,307.33121008,9.47127964e-23,326088.5417
48.91406250,307.33611881,1.68834669e-22,326093.7500
48.91484375,307.34102755,2.33821173e-22,326098.9583
48.91562500,307.34593629,2.51576374e-22,326104.1667
48.91640625,307.35084503,2.11729094e-22,326109.3750
48.91718750,307.35575377,1.37639892e-22,326114.5833
48.91796875,307.36066251,7.26558755e-23,326119.7917
48.91875000,307.36557125,5.46408915e-23,326125.0000
48.91953125,307.37047998,9.38780885e-23,326130.2083
48.92031250,307.37538872,1.67112963e-22,326135.4167
48.92109375,307.38029746,2.31282378e-22,326140.6250
48.92187500,307.38520620,2.48731401e-22,326145.8333
48.92265625,307.39011494,2.09242248e-22,326151.0417
48.92343750,307.39502368,1.35940810e-22,326156.2500
48.92421875,307.39993242,7.16561180e-23,326161.4583
48.92500000,307.40484115,5.38404946e-23,326166.6667
48.92578125,307.40974989,9.26374734e-23,326171.8750
48.92656250,307.41465863,1.65066437e-22,326177.0833
48.92734375,307.41956737,2.28535408e-22,326182.2917
48.92812500,307.42447611,2.45818102e-22,326187.5000
48.92890625,307.42938485,2.06843172e-22,326192.7083
48.92968750,307.43429358,1.34457571e-22,326197.9167
48.93046875,307.43920232,7.09987490e-23,326203.1250
48.93125000,307.44411106,5.34422446e-23,326208.3333
48.93203125,307.44901980,9.18131771e-23,326213.5417
48.93281250,307.45392854,1.63364227e-22,326218.7500
48.93359375,307.45883728,2.25998547e-22,326223.9583
48.93437500,307.46374602,2.42946600e-22,326229.1667
48.93515625,307.46865475,2.04268728e-22,326234.3750
48.93593750,307.47356349,1.32587811e-22,326239.5833
48.93671875,307.47847223,6.98054978e-23,326244.7917
48.93750000,307.48338097,5.24845427e-23,326250.0000
48.93828125,307.48828971,9.05307724e-23,326255.2083
48.93906250,307.49319845,1.61429871e-22,326260.4167
48.93984375,307.49810719,2.23556280e-22,326265.6250
48.94062500,307.50301592,2.40517031e-22,326270.8333
48.94140625,307.50792466,2.02432055e-22,326276.0417
48.94218750,307.51283340,1.31662541e-22,326281.2500
48.94296875,307.51774214,6.95673524e-23,326286.4583
48.94375000,307.52265088,5.23050406e-23,326291.6667
48.94453125,307.52755962,8.96920012e-23,326296.8750
48.94531250,307.53246836,1.59521975e-22,326302.0833
48.94609375,307.53737709,2.20699003e-22,326307.2917
48.94687500,307.54228583,2.37280776e-22,326312.5000
48.94765625,307.54719457,1.99558197e-22,326317.7083
48.94843750,307.55210331,1.29595909e-22,326322.9167
48.94921875,307.55701205,6.82707192e-23,326328.1250
48.95000000,307.56192079,5.12886817e-23,326333.3333
48.95078125,307.56682952,8.83182299e-23,326338.5417
48.95156250,307.57173826,1.57393984e-22,326343.7500
48.95234375,307.57664700,2.17890218e-22,326348.9583
48.95312500,307.58155574,2.34311277e-22,326354.1667
48.95390625,307.58646448,1.97062146e-22,326359.3750
48.95468750,307.59137322,1.27978325e-22,326364.5833
48.95546875,307.59628196,6.74540184e-23,326369.7917
48.95625000,307.60119069,5.07698492e-23,326375.0000
48.95703125,307.60609943,8.74640810e-23,326380.2083
48.95781250,307.61100817,1.55827757e-22,326385.4167
48.95859375,307.61591691,2.15688530e-22,326390.6250
48.95937500,307.62082565,2.31963035e-22,326395.8333
48.96015625,307.62573439,1.95169942e-22,326401.0417
48.96093750,307.63064313,1.26873842e-22,326406.2500
48.96171875,307.63555186,6.69862409e-23,326411.4583
48.96250000,307.64046060,5.03811373e-23,326416.6667
48.96328125,307.64536934,8.64847383e-23,326421.8750
48.96406250,307.65027808,1.53861344e-22,326427.0833
48.96484375,307.65518682,2.12846349e-22,326432.2917
48.96562500,307.66009556,2.28817498e-22,326437.5000
48.96640625,307.66500430,1.92411296e-22,326442.7083
48.96718750,307.66991303,1.24951866e-22,326447.9167
48.96796875,307.67482177,6.58705420e-23,326453.1250
48.96875000,307.67973051,4.95830405e-23,326458.3333
48.96953125,307.68463925,8.53715117e-23,326463.5417
48.97031250,307.68954799,1.52026411e-22,326468.7500
48.97109375,307.69445673,2.10335569e-22,326473.9583
48.97187500,307.69936547,2.26090182e-22,326479.1667
48.97265625,307.70427420,1.90069247e-22,326484.3750
48.97343750,307.70918294,1.23374036e-22,326489.5833
48.97421875,307.71409168,6.49866308e-23,326494.7917
48.97500000,307.71900042,4.89353736e-23,326500.0000
48.97578125,307.72390916,8.43881015e-23,326505.2083
48.97656250,307.72881790,1.50378536e-22,326510.4167
48.97734375,307.73372663,2.08124316e-22,326515.6250
48.97812500,307.73863537,2.23798305e-22,326520.8333
48.97890625,307.74354411,1.88255657e-22,326526.0417
48.97968750,307.74845285,1.22308560e-22,326531.2500
48.98046875,307.75336159,6.44700920e-23,326536.4583
48.98125000,307.75827033,4.83845718e-23,326541.6667
48.98203125,307.76317907,8.31502507e-23,326546.8750
48.98281250,307.76808780,1.48095948e-22,326552.0833
48.98359375,307.77299654,2.04989066e-22,326557.2917
48.98437500,307.77790528,2.20437446e-22,326562.5000
48.98515625,307.78281402,1.85417342e-22,326567.7083
48.98593750,307.78772276,1.20484341e-22,326572.9167
48.98671875,307.79263150,6.36414432e-23,326578.1250
48.98750000,307.79754024,4.80380366e-23,326583.3333
48.98828125,307.80244897,8.26020173e-23,326588.5417
48.98906250,307.80735771,1.46872315e-22,326593.7500
48.98984375,307.81226645,2.03057877e-22,326598.9583
48.99062500,307.81717519,2.18182025e-22,326604.1667
48.99140625,307.82208393,1.83376537e-22,326609.3750
48.99218750,307.82699267,1.19002962e-22,326614.5833
48.99296875,307.83190141,6.26349140e-23,326619.7917
48.99375000,307.83681014,4.70547716e-23,326625.0000
48.99453125,307.84171888,8.10988596e-23,326630.2083
48.99531250,307.84662762,1.44563040e-22,326635.4167
48.99609375,307.85153636,2.00114143e-22,326640.6250
48.99687500,307.85644510,2.15167171e-22,326645.8333
48.99765625,307.86135384,1.80956245e-22,326651.0417
48.99843750,307.86626257,1.17536612e-22,326656.2500
48.99921875,307.87117131,6.20026718e-23,326661.4583
49.00000000,307.87608005,4.67163100e-23,326666.6667
49.00078125,307.88098879,8.03807022e-23,326671.8750
49.00156250,307.88589753,1.43036996e-22,326677.0833
49.00234375,307.89080627,1.97821233e-22,326682.2917
49.00312500,307.89571501,2.12577945e-22,326687.5000
49.00390625,307.90062374,1.78685001e-22,326692.7083
49.00468750,307.90553248,1.15965780e-22,326697.9167
49.00546875,307.91044122,6.10842689e-23,326703.1250
49.00625000,307.91534996,4.59795614e-23,326708.3333
49.00703125,307.92025870,7.92551210e-23,326713.5417
49.00781250,307.92516744,1.41179605e-22,326718.7500
49.00859375,307.93007618,1.95339801e-22,326723.9583
49.00937500,307.93498491,2.09979505e-22,326729.1667
49.01015625,307.93989365,1.76566760e-22,326734.3750
49.01093750,307.94480239,1.14679389e-22,326739.5833
49.01171875,307.94971113,6.05349401e-23,326744.7917
49.01250000,307.95461987,4.56535561e-23,326750.0000
49.01328125,307.95952861,7.85031455e-23,326755.2083
49.01406250,307.96443735,1.39607424e-22,326760.4167
49.01484375,307.96934608,1.93005399e-22,326765.6250
49.01562500,307.97425482,2.07348202e-22,326770.8333
49.01640625,307.97916356,1.74232417e-22,326776.0417
49.01718750,307.98407230,1.13016777e-22,326781.2500
49.01796875,307.98898104,5.94769859e-23,326786.4583
49.01875000,307.99388978,4.47556945e-23,326791.6667
49.01953125,307.99879851,7.72283572e-23,326796.8750
49.02031250,308.00370725,1.37637280e-22,326802.0833
49.02109375,308.00861599,1.90469106e-22,326807.2917
49.02187500,308.01352473,2.04763135e-22,326812.5000
49.02265625,308.01843347,1.72193249e-22,326817.7083
49.02343750,308.02334221,1.11870234e-22,326822.9167
49.02421875,308.02825095,5.90648938e-23,326828.1250
49.02500000,308.03315968,4.45358241e-23,326833.3333
49.02578125,308.03806842,7.65314357e-23,326838.5417
49.02656250,308.04297716,1.36056736e-22,326843.7500
49.02734375,308.04788590,1.88071054e-22,326848.9583
49.02812500,308.05279464,2.02033392e-22,326854.1667
49.02890625,308.05770338,1.69758501e-22,326859.3750
49.02968750,308.06261212,1.10142222e-22,326864.5833
49.03046875,308.06752085,5.80075175e-23,326869.7917
49.03125000,308.07242959,4.37005901e-23,326875.0000
49.03203125,308.07733833,7.53399859e-23,326880.2083
49.03281250,308.08224707,1.34143203e-22,326885.4167
49.03359375,308.08715581,1.85527167e-22,326890.6250
49.03437500,308.09206455,1.99329948e-22,326895.8333
49.03515625,308.09697329,1.67466124e-22,326901.0417
49.03593750,308.10188202,1.08647613e-22,326906.2500
49.03671875,308.10679076,5.72376255e-23,326911.4583
49.03750000,308.11169950,4.31891472e-23,326916.6667
49.03828125,308.11660824,7.45297358e-23,326921.8750
49.03906250,308.12151698,1.32671738e-22,326927.0833
49.03984375,308.12642572,1.83456102e-22,326932.2917
49.04062500,308.13133445,1.97093222e-22,326937.5000
49.04140625,308.13624319,1.65630587e-22,326942.7083
49.04218750,308.14115193,1.07493429e-22,326947.9167
49.04296875,308.14606067,5.66676768e-23,326953.1250
49.04375000,308.15096941,4.27253643e-23,326958.3333
49.04453125,308.15587815,7.35881056e-23,326963.5417
49.04531250,308.16078689,1.30947811e-22,326968.7500
49.04609375,308.16569562,1.81060981e-22,326973.9583
49.04687500,308.17060436,1.94527278e-22,326979.1667
49.04765625,308.17551310,1.63482176e-22,326984.3750
49.04843750,308.18042184,1.06102201e-22,326989.5833
49.04921875,308.18533058,5.58923507e-23,326994.7917
49.05000000,308.19023932,4.20466886e-23,327000.0000
49.05078125,308.19514806,7.23850121e-23,327005.2083
49.05156250,308.20005679,1.28859575e-22,327010.4167
49.05234375,308.20496553,1.78199687e-22,327015.6250
49.05312500,308.20987427,1.91440560e-22,327020.8333
49.05390625,308.21478301,1.60837436e-22,327026.0417
49.05468750,308.21969175,1.04327543e-22,327031.2500
49.05546875,308.22460049,5.49685199e-23,327036.4583
49.05625000,308.22950923,4.15164941e-23,327041.6667
49.05703125,308.23441796,7.16378552e-23,327046.8750
49.05781250,308.23932670,1.27487565e-22,327052.0833
49.05859375,308.24423544,1.76214177e-22,327057.2917
49.05937500,308.24914418,1.89245346e-22,327062.5000
49.06015625,308.25405292,1.58962307e-22,327067.7083
49.06093750,308.25896166,1.03119074e-22,327072.9167
49.06171875,308.26387039,5.43607474e-23,327078.1250
49.06250000,308.26877913,4.10894418e-23,327083.3333
49.06328125,308.27368787,7.08543304e-23,327088.5417
49.06406250,308.27859661,1.26016457e-22,327093.7500
49.06484375,308.28350535,1.74138267e-22,327098.9583
49.06562500,308.28841409,1.86992972e-22,327104.1667
49.06640625,308.29332283,1.57070902e-22,327109.3750
49.06718750,308.29823156,1.01888120e-22,327114.5833
49.06796875,308.30314030,5.36638871e-23,327119.7917
49.06875000,308.30804904,4.04367638e-23,327125.0000
49.06953125,308.31295778,6.96745239e-23,327130.2083
49.07031250,308.31786652,1.23994642e-22,327135.4167
49.07109375,308.32277526,1.71397137e-22,327140.6250
49.07187500,308.32768400,1.84060208e-22,327145.8333
49.07265625,308.33259273,1.54578606e-22,327151.0417
49.07343750,308.33750147,1.00234610e-22,327156.2500
49.07421875,308.34241021,5.28167981e-23,327161.4583
49.07500000,308.34731895,3.99572417e-23,327166.6667
49.07578125,308.35222769,6.89980021e-23,327171.8750
49.07656250,308.35713643,1.22745216e-22,327177.0833
49.07734375,308.36204517,1.69611209e-22,327182.2917
49.07812500,308.36695390,1.82112270e-22,327187.5000
49.07890625,308.37186264,1.52956965e-22,327192.7083
49.07968750,308.37677138,9.91998865e-23,327197.9167
49.08046875,308.38168012,5.22226918e-23,327203.1250
49.08125000,308.38658886,3.93167216e-23,327208.3333
49.08203125,308.39149760,6.77527444e-23,327213.5417
49.08281250,308.39640634,1.20600724e-22,327218.7500
49.08359375,308.40131507,1.66730342e-22,327223.9583
49.08437500,308.40622381,1.79058209e-22,327229.1667
49.08515625,308.41113255,1.50381016e-22,327234.3750
49.08593750,308.41604129,9.75213329e-23,327239.5833
49.08671875,308.42095003,5.13972131e-23,327244.7917
49.08750000,308.42585877,3.88816394e-23,327250.0000
49.08828125,308.43076750,6.71012219e-23,327255.2083
49.08906250,308.43567624,1.19334151e-22,327260.4167
49.08984375,308.44058498,1.64843383e-22,327265.6250
49.09062500,308.44549372,1.76949518e-22,327270.8333
49.09140625,308.45040246,1.48569306e-22,327276.0417
49.09218750,308.45531120,9.63286299e-23,327281.2500
49.09296875,308.46021994,5.07466158e-23,327286.4583
49.09375000,308.46512867,3.83443460e-23,327291.6667
49.09453125,308.47003741,6.61329469e-23,327296.8750
49.09531250,308.47494615,1.17606273e-22,327302.0833
49.09609375,308.47985489,1.62458450e-22,327307.2917
49.09687500,308.48476363,1.74356746e-22,327312.5000
49.09765625,308.48967237,1.46338766e-22,327317.7083
49.09843750,308.49458111,9.48268093e-23,327322.9167
49.09921875,308.49948984,4.99212844e-23,327328.1250
49.10000000,308.50439858,3.77763679e-23,327333.3333
49.10078125,308.50930732,6.53064448e-23,327338.5417
49.10156250,308.51421606,1.16190850e-22,327343.7500
49.10234375,308.51912480,1.60516981e-22,327348.9583
49.10312500,308.52403354,1.72292990e-22,327354.1667
49.10390625,308.52894228,1.44657675e-22,327359.3750
49.10468750,308.53385101,9.37798298e-23,327364.5833
49.10546875,308.53875975,4.93853193e-23,327369.7917
49.10625000,308.54366849,3.72719700e-23,327375.0000
49.10703125,308.54857723,6.42780788e-23,327380.2083
49.10781250,308.55348597,1.14328333e-22,327385.4167
49.10859375,308.55839471,1.57954207e-22,327390.6250
49.10937500,308.56330344,1.69534293e-22,327395.8333
49.11015625,308.56821218,1.42301035e-22,327401.0417
49.11093750,308.57312092,9.22118351e-23,327406.2500
49.11171875,308.57802966,4.85272558e-23,327411.4583
49.11250000,308.58293840,3.66733037e-23,327416.6667
49.11328125,308.58784714,6.33634515e-23,327421.8750
49.11406250,308.59275588,1.12745196e-22,327427.0833
49.11484375,308.59766461,1.55761777e-22,327432.2917
49.11562500,308.60257335,1.67176488e-22,327437.5000
49.11640625,308.60748209,1.40334946e-22,327442.7083
49.11718750,308.61239083,9.09761376e-23,327447.9167
49.11796875,308.61729957,4.79681786e-23,327453.1250
49.11875000,308.62220831,3.63508874e-23,327458.3333
49.11953125,308.62711705,6.27155222e-23,327463.5417
49.12031250,308.63202578,1.11408417e-22,327468.7500
49.12109375,308.63693452,1.53765567e-22,327473.9583
49.12187500,308.64184326,1.64932752e-22,327479.1667
49.12265625,308.64675200,1.38366953e-22,327484.3750
49.12343750,308.65166074,8.96343772e-23,327489.5833
49.12421875,308.65656948,4.72093391e-23,327494.7917
49.12500000,308.66147822,3.57828195e-23,327500.0000
49.12578125,308.66638695,6.18391071e-23,327505.2083
49.12656250,308.67129569,1.09922618e-22,327510.4167
49.12734375,308.67620443,1.51741218e-22,327515.6250
49.12812500,308.68111317,1.62761808e-22,327520.8333
49.12890625,308.68602191,1.36544072e-22,327526.0417
49.12968750,308.69093065,8.84099350e-23,327531.2500
49.13046875,308.69583938,4.64639560e-23,327536.4583
49.13125000,308.70074812,3.50620591e-23,327541.6667
49.13203125,308.70565686,6.06161932e-23,327546.8750
49.13281250,308.71056560,1.07913645e-22,327552.0833
49.13359375,308.71547434,1.49095644e-22,327557.2917
49.13437500,308.72038308,1.59977127e-22,327562.5000
49.13515625,308.72529182,1.34243673e-22,327567.7083
49.13593750,308.73020055,8.69793895e-23,327572.9167
49.13671875,308.73510929,4.58430133e-23,327578.1250
49.13750000,308.74001803,3.48222366e-23,327583.3333
49.13828125,308.74492677,6.01904098e-23,327588.5417
49.13906250,308.74983551,1.06916112e-22,327593.7500
49.13984375,308.75474425,1.47522063e-22,327598.9583
